,agent/critic_loss
101,0.01825241558253765
102,2.224008798599243
103,0.13036340475082397
104,0.025947771966457367
105,0.06166110560297966
106,0.03464296832680702
107,0.013290937058627605
108,0.007516294717788696
109,0.016680466011166573
110,0.01997729204595089
111,0.02425680309534073
112,0.019429827108979225
113,0.021531442180275917
114,0.007155746221542358
115,0.011706133373081684
116,0.01146320253610611
117,0.00912321638315916
118,0.006157692521810532
119,0.008752012625336647
120,0.0062825907953083515
121,0.00576197961345315
122,0.00516699580475688
123,0.007306484039872885
124,0.005801601801067591
125,0.004678827710449696
126,0.004118753597140312
127,0.006690105888992548
128,0.004169378895312548
129,0.006271564867347479
130,0.0043510552495718
131,0.0050450717099010944
132,0.0038079998921602964
133,0.006644201930612326
134,0.00442522345110774
135,0.005050449166446924
136,0.0030754117760807276
137,0.003941260278224945
138,0.004024404101073742
139,0.00559953460469842
140,0.0034425973426550627
141,0.003764551831409335
142,0.006066734436899424
143,0.0052914097905159
144,0.0033945830073207617
145,0.0034779252018779516
146,0.004103765357285738
147,0.0026710217352956533
148,0.002736580790951848
149,0.004230141174048185
150,0.0031950343400239944
151,0.004349075723439455
152,0.003441841108724475
153,0.0038347996305674314
154,0.005246459040790796
155,0.003167305141687393
156,0.002406128915026784
157,0.002112791407853365
158,0.006529279053211212
159,0.004449137020856142
160,0.005307003855705261
161,0.003924641292542219
162,0.0029480773955583572
163,0.0039154780097305775
164,0.003945392090827227
165,0.005784986075013876
166,0.0050873481668531895
167,0.002433800371363759
168,0.0026675844565033913
169,0.008003943599760532
170,0.0045004659332334995
171,0.004490669816732407
172,0.005213577300310135
173,0.0026570328045636415
174,0.004206960555166006
175,0.003268902888521552
176,0.0036716824397444725
177,0.0023700252640992403
178,0.003185579553246498
179,0.00426443899050355
180,0.004877760075032711
181,0.0025305619928985834
182,0.0022025450598448515
183,0.0052875024266541
184,0.0032072628382593393
185,0.005345719400793314
186,0.0020155853126198053
187,0.0017620300641283393
188,0.005300168413668871
189,0.0018370928009971976
190,0.004188823979347944
191,0.004285332281142473
192,0.004597106948494911
193,0.005704829003661871
194,0.004442592151463032
195,0.006786715239286423
196,0.0027391042094677687
197,0.004187067970633507
198,0.0023003281094133854
199,0.002633938565850258
200,0.0035247672349214554
201,0.003523419378325343
202,0.0030845871660858393
203,0.002380097983404994
204,0.0033666761592030525
205,0.005614787340164185
206,0.005501516629010439
207,0.002566611161455512
208,0.00464844424277544
209,0.0019855794962495565
210,0.005003390368074179
