,agent/critic_loss
101,0.016196364536881447
102,1.6897469758987427
103,0.08041193336248398
104,0.025439495220780373
105,0.04908471927046776
106,0.03387030214071274
107,0.015874536707997322
108,0.009383791126310825
109,0.016853509470820427
110,0.014916311018168926
111,0.01608108915388584
112,0.007814454846084118
113,0.03881029784679413
114,0.012025243602693081
115,0.021751774474978447
116,0.023967087268829346
117,0.020584313198924065
118,0.013236879371106625
119,0.011003346182405949
120,0.02934548258781433
121,0.01666802167892456
122,0.008872349746525288
123,0.022205621004104614
124,0.021749116480350494
125,0.012947267852723598
126,0.015417366288602352
127,0.01717160828411579
128,0.007838481105864048
129,0.0066647157073020935
130,0.008367243222892284
131,0.01654917374253273
132,0.00801133643835783
133,0.006463553290814161
134,0.03143303468823433
135,0.010616826824843884
136,0.011427867226302624
137,0.006815244909375906
138,0.006899077910929918
139,0.021007826551795006
140,0.007212178315967321
141,0.007884991355240345
142,0.007899218238890171
143,0.01600775122642517
144,0.020089469850063324
145,0.006950434762984514
146,0.004500204231590033
147,0.010658175684511662
148,0.005498021841049194
149,0.00382414273917675
150,0.01655740849673748
151,0.007649662438780069
152,0.013883821666240692
153,0.008696106262505054
154,0.00863941665738821
155,0.009197816252708435
156,0.005894375964999199
157,0.00460072373971343
158,0.003577049821615219
159,0.013067047111690044
160,0.013186030089855194
161,0.007133580278605223
162,0.005111624486744404
163,0.00458182767033577
164,0.016812408342957497
165,0.007638795766979456
166,0.01630154810845852
167,0.009884089231491089
168,0.0052939471788704395
169,0.00758993998169899
170,0.011814124882221222
171,0.0119306780397892
172,0.006119149271398783
173,0.008450557477772236
174,0.004387370310723782
175,0.007962687872350216
176,0.006834863219410181
177,0.0037382456939667463
178,0.0030834153294563293
179,0.006698889657855034
180,0.004878804553300142
181,0.010167422704398632
182,0.0043169609270989895
183,0.013051624409854412
184,0.00851521547883749
185,0.009849929250776768
186,0.013855218887329102
187,0.005915845278650522
188,0.0037244800478219986
189,0.01211783941835165
190,0.0035080083180218935
191,0.011494077742099762
192,0.007191603537648916
193,0.011178113520145416
194,0.017175979912281036
195,0.006777919363230467
196,0.021981066092848778
197,0.011067825369536877
198,0.019537486135959625
199,0.004909364506602287
200,0.0022729714401066303
201,0.008059303276240826
202,0.005109210964292288
203,0.016804872080683708
204,0.004452511202543974
205,0.005265082698315382
206,0.013182397931814194
207,0.00713312765583396
208,0.006218005437403917
209,0.002106866566464305
210,0.010162903927266598
211,0.012754793278872967
212,0.007295494433492422
213,0.004680365324020386
214,0.005360286217182875
215,0.027773110195994377
216,0.010997775010764599
217,0.007214976940304041
218,0.006570304278284311
219,0.006195433437824249
220,0.025184979662299156
221,0.008056635968387127
222,0.02270478941500187
223,0.012764313258230686
224,0.015031687915325165
225,0.005427079275250435
226,0.003340308554470539
227,0.00554673420265317
228,0.015819126740098
229,0.013237516395747662
230,0.005853389855474234
231,0.006268324796110392
232,0.027612334117293358
233,0.01025378331542015
234,0.012730777263641357
235,0.0072824046947062016
236,0.01390981674194336
237,0.0059453765861690044
238,0.020176604390144348
239,0.018749771639704704
240,0.0037310949992388487
241,0.011072796769440174
242,0.013889622874557972
243,0.007313662674278021
244,0.012997240759432316
245,0.009956627152860165
246,0.013784737326204777
247,0.011756162159144878
248,0.009161513298749924
249,0.002405601553618908
250,0.012371652759611607
251,0.0135092968121171
252,0.016509393230080605
253,0.010723407380282879
254,0.0068033658899366856
255,0.004820977803319693
256,0.009977757930755615
257,0.010746988467872143
258,0.013999690301716328
259,0.010123387910425663
260,0.01560357678681612
261,0.003610887797549367
262,0.006118874531239271
263,0.022013941779732704
264,0.0034004468470811844
265,0.008407778106629848
266,0.012717782519757748
267,0.0046067386865615845
268,0.010387069545686245
269,0.0060869543813169
270,0.013080686330795288
271,0.010349971242249012
272,0.010216047056019306
273,0.010349194519221783
274,0.014677447266876698
275,0.016164597123861313
276,0.01410923432558775
277,0.009119122289121151
278,0.01397540420293808
279,0.032025281339883804
280,0.03912632539868355
281,0.02795436978340149
282,0.010574166662991047
283,0.014070826582610607
284,0.01901967264711857
285,0.00961813610047102
286,0.010544913820922375
287,0.018805230036377907
288,0.02019965834915638
289,0.015536896884441376
290,0.010487587191164494
291,0.01853104680776596
292,0.020678723230957985
293,0.008315473794937134
294,0.011059877462685108
295,0.01365604717284441
296,0.008862311951816082
297,0.006140501704066992
298,0.01820503920316696
299,0.004813960287719965
300,0.006061103194952011
301,0.005538488272577524
302,0.004114960785955191
303,0.011141509748995304
304,0.013763844966888428
305,0.011004284024238586
306,0.010803542099893093
307,0.02022484876215458
308,0.015118489973247051
309,0.020056916400790215
310,0.027208620682358742
311,0.020393017679452896
312,0.022087382152676582
313,0.024800196290016174
314,0.01493439357727766
315,0.016067253425717354
316,0.008577860891819
317,0.030605891719460487
318,0.015461592935025692
319,0.036253154277801514
320,0.010182608850300312
321,0.0403003953397274
322,0.010973396711051464
323,0.030134275555610657
324,0.013209651224315166
325,0.006212229374796152
326,0.0213868897408247
327,0.0346856564283371
328,0.02766513265669346
329,0.047749150544404984
330,0.01344020664691925
331,0.026923010125756264
332,0.03647352010011673
333,0.0068721589632332325
334,0.016453979536890984
335,0.02587307058274746
336,0.01608465425670147
337,0.01401191670447588
338,0.026591869071125984
339,0.00961387436836958
340,0.006851322948932648
341,0.021281296387314796
342,0.02049069292843342
343,0.012669515796005726
344,0.005560944322496653
345,0.029851233586668968
346,0.009543783031404018
347,0.012845688499510288
348,0.02156566083431244
349,0.010690928436815739
350,0.03546410799026489
351,0.01841062307357788
352,0.014029808342456818
353,0.016329916194081306
354,0.026079097762703896
355,0.012710285373032093
356,0.009055708535015583
357,0.005328519269824028
358,0.005263093393296003
359,0.004521478433161974
360,0.009571054019033909
361,0.010522246360778809
362,0.009564727544784546
363,0.015612844377756119
