,agent/actor_loss
101,1.3452430963516235
102,0.4066688120365143
103,0.027463272213935852
104,-0.06036284565925598
105,-0.007570249494165182
106,0.06620755046606064
107,0.13555334508419037
108,0.17839379608631134
109,0.15270639955997467
110,0.15205727517604828
111,0.1464061290025711
112,0.17785464227199554
113,0.22659464180469513
114,0.2235213667154312
115,0.22616197168827057
116,0.24305470287799835
117,0.21691767871379852
118,0.16639070212841034
119,0.22213418781757355
120,0.2712133228778839
121,0.2685670554637909
122,0.27995747327804565
123,0.2701614201068878
124,0.3250952959060669
125,0.3017742335796356
126,0.30381837487220764
127,0.31043028831481934
128,0.32407063245773315
129,0.41801461577415466
130,0.32793864607810974
131,0.3173314332962036
132,0.30109092593193054
133,0.3323124349117279
134,0.37820807099342346
135,0.34865450859069824
136,0.3711594045162201
137,0.3045389950275421
138,0.37292274832725525
139,0.33314886689186096
140,0.3275257647037506
141,0.30149734020233154
142,0.30729931592941284
143,0.4114253520965576
144,0.3150186240673065
145,0.3570445477962494
146,0.2828283905982971
147,0.3002736568450928
148,0.3110642731189728
149,0.3245711028575897
150,0.39343348145484924
151,0.31762123107910156
152,0.26614096760749817
153,0.29682475328445435
154,0.32103046774864197
155,0.3276658356189728
156,0.30451342463493347
157,0.3255361020565033
158,0.3079381287097931
159,0.31189918518066406
160,0.29071247577667236
161,0.3172660768032074
162,0.30071285367012024
163,0.38409245014190674
164,0.326325923204422
165,0.37510690093040466
166,0.27807459235191345
167,0.22776074707508087
168,0.2320917695760727
169,0.2752229869365692
170,0.3498059809207916
171,0.29841822385787964
172,0.29331526160240173
173,0.2298807054758072
174,0.2943762540817261
175,0.31466782093048096
176,0.324581116437912
177,0.2568400204181671
178,0.26322993636131287
179,0.24436189234256744
180,0.2335009127855301
181,0.2788051664829254
182,0.21712130308151245
183,0.2207304686307907
184,0.25839096307754517
185,0.25808456540107727
186,0.22756002843379974
187,0.26984021067619324
188,0.23168326914310455
189,0.20929645001888275
190,0.22641968727111816
191,0.19244138896465302
192,0.2749875783920288
193,0.21690373122692108
194,0.22846198081970215
195,0.24541841447353363
196,0.23756356537342072
197,0.2474927455186844
198,0.2014201134443283
199,0.2431086301803589
200,0.14726930856704712
201,0.22599144279956818
202,0.23983515799045563
203,0.25538623332977295
204,0.20583771169185638
205,0.14574860036373138
206,0.22708828747272491
207,0.17993833124637604
208,0.15986590087413788
209,0.15656882524490356
210,0.21523858606815338
211,0.1333824247121811
212,0.1488562375307083
213,0.22489573061466217
214,0.18299327790737152
215,0.2547689974308014
216,0.23493067920207977
217,0.19407133758068085
218,0.20791687071323395
219,0.18613702058792114
