,agent/total_reward
746,-2693.93408203125
747,-3325.09619140625
748,-14122.10546875
749,-5066.22265625
750,-3815.384765625
751,-5605.82080078125
752,-4555.138671875
753,-2444.98828125
754,-5888.80517578125
755,-3330.886474609375
756,-14096.5869140625
757,-3260.092041015625
758,-2455.000244140625
759,-3328.870361328125
760,-5371.82958984375
761,-4224.52978515625
762,-3697.079833984375
763,-14707.9296875
764,-3299.537841796875
765,-2629.17578125
766,-3372.554931640625
767,-6019.6748046875
768,-2981.05419921875
769,-3925.93310546875
770,-4285.20703125
771,-3241.13916015625
772,-2929.27099609375
773,-3614.551513671875
774,-4336.56689453125
775,-3711.74365234375
776,-2034.3804931640625
777,-4015.553466796875
778,-2631.159912109375
779,-5488.1689453125
780,-29907.580078125
781,-48223.3515625
782,-10765.076171875
783,-6170.0830078125
784,-3168.740234375
785,-6583.13720703125
786,-2782.11865234375
787,-6041.55126953125
788,-41025.8671875
789,-4844.06396484375
790,-2736.48486328125
791,-27033.525390625
792,-3002.84619140625
793,-2417.93994140625
794,-4306.52880859375
795,-5402.69775390625
796,-3118.568115234375
797,-39402.765625
798,-4291.5400390625
799,-12566.5283203125
800,-1961.532958984375
801,-2847.166015625
802,-2390.487060546875
803,-3093.28173828125
804,-47846.4296875
805,-5514.77001953125
806,-6874.24072265625
807,-43717.54296875
808,-7842.27392578125
809,-4950.92138671875
810,-47460.34375
811,-2873.531005859375
812,-4751.83447265625
813,-4454.29345703125
814,-3492.681396484375
815,-5789.03271484375
816,-3350.239501953125
817,-5551.02392578125
818,-8693.3544921875
819,-3372.918701171875
820,-2356.21142578125
821,-6726.220703125
822,-4358.9326171875
823,-2875.945556640625
824,-4905.03369140625
825,-6119.83447265625
826,-2841.151123046875
827,-4042.98974609375
828,-4103.052734375
829,-5891.22900390625
830,-2794.44189453125
831,-4615.4365234375
832,-6210.041015625
833,-4373.76904296875
834,-4185.33349609375
835,-8183.61328125
836,-5167.837890625
837,-4824.763671875
838,-6342.74755859375
839,-7204.35107421875
840,-26254.958984375
841,-5639.84912109375
842,-6653.23486328125
843,-3504.05615234375
844,-4548.4208984375
845,-2880.39697265625
846,-19893.580078125
847,-3444.785400390625
848,-8321.07421875
849,-4333.7900390625
850,-10371.7265625
851,-5936.69287109375
852,-3182.786865234375
853,-4095.75732421875
854,-3944.2626953125
855,-3564.2119140625
856,-5623.671875
857,-2820.64892578125
858,-9019.32421875
859,-2927.6162109375
860,-7356.21875
861,-9730.169921875
862,-3993.70849609375
863,-4312.912109375
864,-10148.1474609375
865,-5148.38818359375
866,-4118.55322265625
867,-5752.36669921875
868,-10777.0859375
869,-4481.32470703125
870,-6614.2705078125
871,-26000.158203125
872,-42878.2109375
873,-3189.577880859375
874,-14696.2294921875
875,-2617.845458984375
876,-4794.009765625
877,-4037.534912109375
878,-5078.80859375
879,-5655.38232421875
880,-8577.9130859375
881,-3088.185546875
882,-2822.325927734375
883,-2513.27099609375
884,-7500.80078125
885,-8288.90234375
886,-7119.017578125
887,-5187.3427734375
888,-9614.1474609375
889,-6438.46630859375
890,-6829.02294921875
891,-7671.98291015625
892,-16352.0791015625
893,-4804.88623046875
894,-3665.119873046875
895,-18061.88671875
896,-3486.131103515625
897,-2792.545654296875
898,-9580.4580078125
899,-12620.40625
900,-7929.52880859375
901,-7932.8994140625
902,-8505.8935546875
903,-4561.68896484375
904,-4329.03466796875
905,-9254.1728515625
906,-14068.564453125
907,-3257.510498046875
908,-4614.49169921875
909,-16546.30078125
910,-10398.8408203125
911,-5611.8818359375
912,-14911.1484375
913,-5710.923828125
914,-13787.5712890625
915,-8916.28515625
916,-4359.763671875
917,-11874.7470703125
918,-17547.083984375
919,-15092.73046875
920,-6535.00732421875
921,-9802.921875
922,-2431.7021484375
923,-11555.8623046875
924,-8629.6591796875
925,-14669.7509765625
926,-5033.37060546875
927,-3749.2041015625
928,-5540.79736328125
929,-8370.357421875
930,-7021.71484375
931,-3259.99560546875
932,-4456.177734375
933,-11106.7724609375
934,-21923.576171875
935,-8598.267578125
936,-5418.263671875
937,-3789.397705078125
938,-7354.81298828125
939,-8217.3583984375
940,-11365.5732421875
941,-4561.61669921875
942,-4913.3525390625
943,-8842.1904296875
944,-6586.572265625
945,-8177.66357421875
946,-8761.2119140625
947,-6495.13671875
948,-11565.125
949,-2603.527587890625
950,-3504.364501953125
951,-5850.720703125
952,-3532.0478515625
953,-5681.216796875
954,-5445.2197265625
955,-10208.4609375
956,-3358.8466796875
957,-12144.826171875
958,-3298.47314453125
959,-4834.990234375
960,-5653.92626953125
961,-2958.995361328125
962,-2605.02392578125
963,-8733.4326171875
964,-6839.12451171875
965,-4158.265625
966,-9522.376953125
967,-3164.74462890625
968,-4265.1474609375
969,-2398.220703125
970,-19948.46875
971,-5339.20263671875
972,-6471.9921875
973,-2443.99072265625
974,-4504.3125
975,-7477.9248046875
976,-6389.3916015625
977,-6528.55810546875
978,-7140.4033203125
979,-8232.3486328125
980,-19619.0546875
981,-4583.83447265625
982,-7632.1357421875
983,-1934.051025390625
984,-4935.6865234375
985,-3534.81787109375
986,-3637.650146484375
987,-4878.39306640625
988,-13365.9033203125
989,-22046.13671875
990,-2597.14013671875
991,-5958.6416015625
992,-6436.55419921875
993,-2849.087646484375
994,-9834.65625
995,-2781.453857421875
996,-3176.860107421875
997,-6991.95263671875
998,-3234.10791015625
999,-6265.05419921875
1000,-3054.89990234375
1001,-7955.41357421875
1002,-3257.22265625
1003,-3082.39404296875
1004,-6533.8388671875
1005,-2548.314697265625
1006,-8615.2685546875
1007,-9844.5087890625
1008,-6753.13671875
1009,-5273.55078125
1010,-4031.401123046875
1011,-5269.4716796875
1012,-2869.210693359375
1013,-11811.1279296875
1014,-4267.03515625
1015,-2934.075439453125
1016,-3276.379150390625
1017,-6597.11572265625
1018,-5147.1328125
1019,-9254.7109375
1020,-17186.708984375
1021,-11081.0439453125
1022,-4230.9443359375
1023,-5489.00927734375
1024,-4962.3427734375
1025,-4660.04443359375
1026,-6206.048828125
1027,-3626.421630859375
1028,-4975.85888671875
1029,-5264.04248046875
1030,-4271.9228515625
1031,-2711.849365234375
1032,-3667.610107421875
1033,-11321.404296875
1034,-8726.0703125
1035,-4605.4560546875
1036,-4010.705078125
1037,-2203.389404296875
1038,-9610.9091796875
1039,-5280.07763671875
1040,-33304.1875
1041,-2864.076904296875
1042,-9968.72265625
1043,-3352.301513671875
1044,-3939.089111328125
1045,-10049.6103515625
1046,-13395.6103515625
1047,-9285.640625
1048,-15885.0634765625
1049,-5187.49951171875
1050,-8714.033203125
1051,-3850.087890625
1052,-4964.57421875
1053,-5297.26220703125
1054,-2388.5185546875
1055,-5563.92236328125
1056,-3579.881103515625
1057,-3174.128662109375
1058,-3471.59423828125
1059,-9614.220703125
1060,-4431.68310546875
1061,-4966.6123046875
1062,-2765.44580078125
1063,-5649.83251953125
1064,-4029.710693359375
1065,-13837.353515625
1066,-2672.22802734375
1067,-3143.927001953125
1068,-3338.710693359375
1069,-7759.6298828125
1070,-10191.3134765625
1071,-3226.995361328125
1072,-11929.4306640625
1073,-3685.05712890625
1074,-2950.130859375
1075,-3596.930908203125
1076,-3326.280517578125
1077,-3002.47998046875
1078,-9589.744140625
1079,-7810.38818359375
1080,-3115.8583984375
1081,-7214.1474609375
1082,-3163.953125
1083,-3161.847412109375
1084,-14313.982421875
1085,-6829.32421875
1086,-1930.2047119140625
1087,-3551.69677734375
1088,-10361.8583984375
1089,-6016.88232421875
1090,-11867.890625
1091,-6844.1796875
1092,-4256.69189453125
1093,-3667.152587890625
1094,-3536.544677734375
1095,-40303.6796875
1096,-5091.2333984375
1097,-2854.900390625
1098,-4124.24169921875
1099,-2271.873046875
1100,-6693.865234375
1101,-2120.22119140625
1102,-7851.11181640625
1103,-6581.951171875
1104,-3217.21484375
1105,-2091.582763671875
1106,-3665.5
1107,-6215.3095703125
1108,-4325.82275390625
1109,-11481.1708984375
1110,-11451.9609375
1111,-2702.175537109375
1112,-3597.304443359375
1113,-12067.845703125
1114,-5890.46142578125
1115,-3292.914794921875
1116,-14059.478515625
1117,-2645.31884765625
1118,-2956.369873046875
1119,-3864.716064453125
1120,-22183.81640625
1121,-2826.427490234375
1122,-3540.010009765625
1123,-3651.599365234375
1124,-2911.44287109375
1125,-4801.31103515625
1126,-3315.574462890625
1127,-3519.156005859375
1128,-4004.0859375
1129,-8376.705078125
1130,-2922.93994140625
1131,-1944.1690673828125
1132,-4279.64453125
1133,-5484.54296875
1134,-5149.80810546875
1135,-2416.4677734375
1136,-2465.857666015625
1137,-2672.856201171875
1138,-5612.17724609375
1139,-5139.55078125
1140,-3571.898193359375
1141,-4151.3203125
1142,-4959.2080078125
1143,-2628.30126953125
1144,-3699.32470703125
1145,-4575.21044921875
1146,-11345.634765625
1147,-4489.7314453125
1148,-7745.7841796875
1149,-3102.856689453125
1150,-2571.083251953125
1151,-4433.333984375
1152,-18474.380859375
1153,-11534.076171875
1154,-2576.35986328125
1155,-3290.33056640625
1156,-3418.500244140625
1157,-3655.21337890625
1158,-8222.2197265625
1159,-2811.08251953125
1160,-6014.80322265625
1161,-2074.37158203125
1162,-3681.27392578125
1163,-2895.2685546875
1164,-3144.44775390625
1165,-2992.302734375
1166,-2718.48681640625
1167,-3749.7861328125
1168,-3753.220458984375
1169,-4954.638671875
1170,-3195.837890625
1171,-2883.1044921875
1172,-13188.7412109375
1173,-3544.271484375
1174,-4800.154296875
1175,-4441.3994140625
1176,-5182.1494140625
1177,-5285.30908203125
1178,-4497.32373046875
1179,-1805.330078125
1180,-3016.423583984375
1181,-3144.841796875
1182,-2832.16455078125
1183,-5601.86767578125
1184,-4476.45361328125
1185,-9013.17578125
1186,-3208.783203125
1187,-2936.05615234375
1188,-10493.7666015625
1189,-5207.412109375
1190,-2711.082275390625
1191,-3504.132080078125
1192,-3189.7080078125
1193,-3135.87353515625
1194,-3053.633056640625
1195,-3679.394775390625
1196,-4226.50830078125
1197,-4261.33740234375
1198,-3486.154052734375
1199,-4480.20849609375
1200,-5443.25927734375
1201,-3384.90283203125
1202,-3770.685546875
1203,-7915.68212890625
1204,-4495.43701171875
1205,-3582.021240234375
1206,-3753.6884765625
1207,-4597.40576171875
1208,-5118.5908203125
1209,-2889.127685546875
1210,-3484.965087890625
1211,-8420.7431640625
1212,-4025.278564453125
1213,-3224.18994140625
1214,-5995.50244140625
1215,-6174.056640625
1216,-46120.26953125
1217,-5922.5810546875
1218,-4198.197265625
1219,-4244.642578125
1220,-2167.571533203125
1221,-5241.8857421875
1222,-7506.35302734375
1223,-4438.8935546875
1224,-3133.256591796875
1225,-3143.780517578125
1226,-3327.981201171875
1227,-4009.9794921875
1228,-2581.880126953125
1229,-4545.81591796875
1230,-4971.98583984375
1231,-4163.92578125
1232,-2973.89404296875
1233,-2192.563232421875
1234,-3015.47509765625
1235,-3099.0361328125
1236,-2612.7255859375
1237,-2253.66943359375
1238,-2989.555908203125
1239,-2406.76708984375
1240,-4032.864013671875
1241,-10580.9951171875
1242,-5898.5966796875
1243,-4746.35400390625
1244,-44378.85546875
1245,-3566.06787109375
1246,-4048.334228515625
1247,-2280.013671875
1248,-2741.2529296875
1249,-3946.542724609375
1250,-4824.765625
1251,-3447.477294921875
1252,-5770.49169921875
1253,-3793.5361328125
1254,-2844.927978515625
1255,-2176.918212890625
1256,-3723.2587890625
1257,-3578.9560546875
1258,-6641.4990234375
1259,-3637.773193359375
1260,-5043.26611328125
1261,-5297.87744140625
1262,-3532.224853515625
1263,-2409.973876953125
1264,-4021.503662109375
1265,-7622.47265625
1266,-3247.927490234375
1267,-7337.541015625
1268,-3698.494384765625
1269,-3570.38330078125
1270,-6470.90966796875
1271,-4582.2216796875
1272,-2105.877197265625
1273,-4905.05810546875
1274,-4732.96240234375
1275,-3648.535400390625
1276,-5387.513671875
1277,-3081.311279296875
1278,-2374.233154296875
1279,-18140.76953125
1280,-4412.8779296875
1281,-4550.337890625
1282,-3394.51904296875
1283,-2738.9580078125
1284,-4039.932861328125
1285,-2494.793212890625
1286,-3792.916748046875
1287,-5603.3427734375
1288,-4771.64013671875
1289,-2490.971435546875
