,agent/actor_loss
101,1.32416570186615
102,0.45991039276123047
103,0.043008845299482346
104,0.04706638678908348
105,0.041607026010751724
106,0.07667455822229385
107,0.1852414608001709
108,0.27688878774642944
109,0.25998833775520325
110,0.2084953337907791
111,0.15034249424934387
112,0.182817742228508
113,0.3041820824146271
114,0.3853331506252289
115,0.3227323293685913
116,0.3216894567012787
117,0.23035098612308502
118,0.22669626772403717
119,0.3109693229198456
120,0.34384551644325256
121,0.35468554496765137
122,0.42744073271751404
123,0.31845006346702576
124,0.412460058927536
125,0.41661134362220764
126,0.4508088529109955
127,0.4011729657649994
128,0.42172420024871826
129,0.5119926333427429
130,0.4059716463088989
131,0.36704719066619873
132,0.35678061842918396
133,0.3810037076473236
134,0.45567724108695984
135,0.4065137207508087
136,0.41117334365844727
137,0.36965879797935486
138,0.4232921302318573
139,0.38023462891578674
140,0.4159092903137207
141,0.35653749108314514
142,0.39842209219932556
143,0.42950668931007385
144,0.3014605641365051
145,0.420267790555954
146,0.466751366853714
147,0.44946885108947754
148,0.4100666344165802
149,0.3444115221500397
150,0.4230614900588989
151,0.3848372995853424
152,0.3957577645778656
153,0.5115284323692322
154,0.45119431614875793
155,0.43807896971702576
156,0.395062655210495
157,0.3685753047466278
158,0.38630667328834534
159,0.39344799518585205
160,0.4169982373714447
161,0.43006396293640137
162,0.4147017002105713
163,0.45706772804260254
164,0.3593263626098633
165,0.39918991923332214
166,0.4066419303417206
167,0.4252558648586273
168,0.40004757046699524
169,0.40483522415161133
170,0.44768354296684265
171,0.38778427243232727
172,0.4201137125492096
173,0.44216421246528625
174,0.44127556681632996
175,0.4751473665237427
176,0.4758065640926361
177,0.4134101867675781
178,0.3627234697341919
179,0.4225880205631256
180,0.3638051450252533
181,0.47440364956855774
182,0.36897799372673035
183,0.3474522829055786
184,0.359485387802124
185,0.4420108497142792
186,0.4172479808330536
187,0.45700201392173767
188,0.41500696539878845
189,0.4023779332637787
190,0.36129769682884216
191,0.36432945728302
192,0.5158154368400574
193,0.43615594506263733
194,0.4173567593097687
195,0.43510687351226807
196,0.4276144504547119
197,0.4530859887599945
198,0.39154282212257385
199,0.3728070557117462
200,0.4206129014492035
201,0.48544415831565857
202,0.41976237297058105
203,0.5215791463851929
204,0.393417090177536
205,0.37135812640190125
206,0.42712435126304626
207,0.4300737679004669
208,0.4509109556674957
209,0.38899385929107666
210,0.465151309967041
211,0.41525235772132874
212,0.42043545842170715
213,0.539554238319397
214,0.476960152387619
215,0.48878708481788635
216,0.44728291034698486
217,0.490395188331604
218,0.4889248311519623
219,0.4696359634399414
220,0.5489095449447632
221,0.5251556634902954
222,0.5746021866798401
223,0.43967315554618835
224,0.5321193337440491
225,0.42071855068206787
226,0.4757215082645416
227,0.49422788619995117
228,0.5579149127006531
229,0.6405933499336243
230,0.5353154540061951
231,0.4790535271167755
232,0.6938717365264893
233,0.6153184771537781
234,0.5539515614509583
235,0.5443299412727356
236,0.6654184460639954
237,0.5178582072257996
238,0.5288475155830383
239,0.7713634967803955
240,0.6181111931800842
241,0.5241941809654236
242,0.6464162468910217
243,0.583215057849884
244,0.6080232262611389
245,0.654249906539917
246,0.618924081325531
247,0.6853405833244324
248,0.5898444056510925
249,0.6856954097747803
250,0.6523662805557251
251,0.6489882469177246
252,0.6642650365829468
253,0.6937580704689026
254,0.6403935551643372
255,0.6876184940338135
256,0.7540180087089539
257,0.739227831363678
258,0.7550662159919739
259,0.7148556113243103
260,0.714928150177002
261,0.7147822380065918
262,0.7664763331413269
263,0.8064365983009338
264,0.7604122161865234
265,0.7003471255302429
266,0.6590124368667603
267,0.7556464076042175
268,0.6749057769775391
269,0.7220376133918762
270,0.7511189579963684
271,0.7476454377174377
272,0.7032473683357239
273,0.6703310012817383
274,0.7828977704048157
275,0.7397791743278503
276,0.7033279538154602
277,0.6719010472297668
278,0.7006564736366272
279,0.8126147389411926
280,0.7353050708770752
281,0.8347235321998596
282,0.8878109455108643
283,0.8270021080970764
284,0.7551388740539551
285,0.7445648312568665
286,0.8524683117866516
287,0.865942656993866
288,0.9023401141166687
289,0.7907423973083496
290,0.7988409996032715
291,0.8508284687995911
292,0.7836874127388
293,0.8492700457572937
294,0.7608030438423157
295,0.8561919331550598
296,0.6946102976799011
297,0.8452712893486023
298,0.8992236256599426
299,0.8485912680625916
300,0.7961834073066711
301,0.7707943916320801
302,0.9378462433815002
303,0.803553581237793
304,0.8263007998466492
305,0.8591490387916565
306,0.9434576630592346
307,1.1040211915969849
308,0.9594190716743469
309,0.8453531265258789
310,0.8508664965629578
311,0.9037917256355286
312,0.9287284016609192
313,0.7788229584693909
314,0.9444209933280945
315,0.9858758449554443
316,0.8186065554618835
317,0.9802332520484924
318,0.9353730082511902
319,0.7869783043861389
320,0.9947400093078613
321,0.9939213395118713
322,1.0120108127593994
323,0.8968358635902405
324,1.0222266912460327
325,0.9221779704093933
326,0.9528298377990723
327,0.9496950507164001
328,0.9073789715766907
329,1.0475491285324097
330,0.9899106025695801
331,0.9285345077514648
332,0.8905754089355469
333,1.0258386135101318
334,1.0496034622192383
335,0.8746598362922668
336,0.8931943774223328
337,1.1205705404281616
338,0.8992188572883606
339,0.9149258732795715
340,0.9803345799446106
341,0.9383866190910339
342,1.0289090871810913
343,0.9562549591064453
344,1.0087929964065552
345,1.0635045766830444
346,0.9306904673576355
347,1.0688837766647339
348,0.9160506129264832
349,0.955751895904541
350,0.8877732157707214
351,1.0426883697509766
352,0.9296035170555115
353,0.8105663657188416
354,0.9942086338996887
355,1.0171726942062378
356,0.8758959174156189
357,0.9977254271507263
358,1.0970096588134766
359,0.9764537811279297
360,0.9149019122123718
361,1.1063029766082764
362,0.9439672827720642
363,1.122467041015625
364,0.9203274846076965
365,1.069313883781433
366,0.9576985239982605
367,0.9524419903755188
368,0.9797646403312683
369,1.0233287811279297
370,1.0276907682418823
371,0.9827315807342529
372,0.9400870203971863
373,1.1713141202926636
374,1.1638822555541992
375,1.0812820196151733
376,1.1027568578720093
377,0.98587965965271
378,1.1491285562515259
379,1.0354853868484497
380,0.9907228350639343
381,0.9607769846916199
382,1.0223822593688965
383,1.2846184968948364
384,1.0671873092651367
385,1.0376678705215454
386,1.07994544506073
387,0.9797792434692383
388,1.064886212348938
389,1.0722544193267822
390,0.9610738754272461
391,1.1686997413635254
392,1.0415773391723633
393,1.0161083936691284
394,1.0241122245788574
395,1.1000725030899048
396,1.0749213695526123
397,0.9767980575561523
398,0.9091436862945557
399,0.9728426933288574
400,1.0407370328903198
401,1.1490182876586914
402,0.887455940246582
403,1.0137091875076294
404,1.059856653213501
405,1.0358120203018188
406,1.0309392213821411
407,1.1728039979934692
408,1.0355682373046875
409,1.054077386856079
410,0.9161694049835205
411,1.1059678792953491
412,1.003677487373352
413,0.9735109210014343
414,0.9443204402923584
415,0.9818453788757324
416,0.9320793747901917
417,0.9878136515617371
418,0.9725081324577332
419,1.1454757452011108
420,0.980904757976532
421,1.0613538026809692
422,1.0111147165298462
423,1.019799828529358
424,1.1040993928909302
425,0.9681243300437927
426,1.0715757608413696
427,1.0200523138046265
428,0.9434075355529785
429,1.0695644617080688
430,0.9077847003936768
431,1.0182896852493286
432,1.0941591262817383
433,1.008812427520752
434,0.9442421793937683
435,1.0719221830368042
436,1.1362470388412476
437,1.0137463808059692
438,1.1385349035263062
439,1.0822006464004517
440,0.9759302139282227
441,1.1232885122299194
442,0.8604305386543274
443,1.1834030151367188
444,0.987455427646637
445,0.9132981300354004
446,0.9939225316047668
447,1.064947485923767
448,0.9792367815971375
449,0.9791784882545471
450,0.9925537109375
451,1.0809346437454224
452,0.9790723323822021
453,1.0235775709152222
454,1.0518136024475098
455,1.0395207405090332
456,0.9788315892219543
457,1.041394591331482
458,0.922699511051178
459,0.9607107639312744
460,1.0571762323379517
461,0.9588851928710938
462,0.8180602192878723
463,0.9337477684020996
464,0.9527397751808167
465,0.908572256565094
466,1.0119975805282593
467,0.9738103747367859
468,0.9260360598564148
469,0.9687337875366211
470,1.0935331583023071
471,0.9628122448921204
472,0.955197811126709
473,1.0004016160964966
474,0.9852617383003235
475,1.0836890935897827
476,0.9571220278739929
477,0.9646136164665222
478,0.9426720142364502
479,0.9784059524536133
480,1.0281187295913696
481,1.0462148189544678
482,0.9865514636039734
483,1.0529658794403076
484,1.0612326860427856
485,1.0549715757369995
486,0.9357726573944092
487,0.8798418045043945
488,0.8814805150032043
489,0.9949329495429993
490,1.0003142356872559
491,0.9897222518920898
492,0.9364740252494812
493,0.9437229633331299
494,0.9156493544578552
495,0.8718153834342957
496,0.9270690083503723
497,1.0418845415115356
498,1.0626531839370728
499,0.9309613704681396
500,1.2145618200302124
501,0.9994426369667053
502,0.9697670340538025
503,0.971441924571991
504,0.993863046169281
505,0.9677682518959045
506,0.9787870049476624
507,0.8696109652519226
508,1.0142346620559692
509,0.8928422927856445
510,0.8523032665252686
511,0.922478973865509
512,0.9670723080635071
513,0.8884551525115967
514,0.917337954044342
515,0.991100549697876
516,1.0165534019470215
517,1.0334570407867432
518,1.0619531869888306
519,1.002841591835022
520,0.7870920300483704
521,0.8881941437721252
522,0.8939006924629211
523,0.9892489314079285
524,0.8847482800483704
525,0.9416844248771667
526,0.844713032245636
527,0.9035552144050598
528,0.8270139694213867
529,0.9084447026252747
530,0.8412137627601624
531,0.8700398802757263
532,0.8784762024879456
533,0.9647697806358337
534,0.8885747790336609
535,0.8713147044181824
536,0.9809859395027161
537,0.9339985251426697
538,0.9759399890899658
539,0.9047842025756836
540,0.91403728723526
541,0.8361875414848328
542,0.9006401896476746
543,1.009668231010437
