,agent/total_reward
317,-49782.48046875
318,-48188.83203125
319,-50632.6796875
320,-50720.76953125
321,-49080.3046875
322,-48902.265625
323,-50756.2265625
324,-50058.05078125
325,-49421.1875
326,-49314.42578125
327,-46947.375
328,-48227.32421875
329,-49399.76171875
330,-48440.734375
331,-48664.6875
332,-48637.52734375
333,-48201.70703125
334,-47719.1171875
335,-48732.15625
336,-48574.44921875
337,-48218.71875
338,-49413.15234375
339,-48155.16796875
340,-47992.625
341,-50488.5
342,-49871.56640625
343,-51452.77734375
344,-49615.0078125
345,-49777.53125
346,-49655.5859375
347,-50441.02734375
348,-49751.3359375
349,-50593.44921875
350,-50958.7578125
351,-49129.91796875
352,-47455.171875
353,-48099.05859375
354,-46960.79296875
355,-48138.265625
356,-47278.44140625
357,-50430.2421875
358,-49879.265625
359,-48666.6171875
360,-50352.6328125
361,-50811.2578125
362,-49979.72265625
363,-48233.40234375
364,-46136.5859375
365,-48300.3046875
366,-47971.08203125
367,-48790.5703125
368,-47636.23046875
369,-48299.9765625
370,-50444.46484375
371,-50245.3828125
372,-48059.5390625
373,-48997.73046875
374,-49974.51953125
375,-47529.015625
376,-49204.38671875
377,-48360.64453125
378,-48992.15234375
379,-49173.06640625
380,-48649.328125
381,-49763.296875
382,-50441.203125
383,-48028.0
384,-49630.84765625
385,-50687.54296875
386,-49332.484375
387,-49403.8359375
388,-47292.1171875
389,-50516.18359375
390,-47524.0
391,-49946.234375
392,-49979.98828125
393,-48395.16015625
394,-49503.734375
395,-51126.17578125
396,-48849.37890625
397,-45000.58203125
398,-48951.6171875
399,-49491.03125
400,-49603.14453125
401,-51770.84765625
402,-51337.0703125
403,-50713.34375
404,-48244.6171875
405,-49530.8359375
406,-45863.42578125
407,-46725.72265625
408,-49532.84375
409,-48859.22265625
410,-49121.5859375
411,-51204.30859375
412,-49440.15234375
413,-49923.96875
414,-49732.90625
415,-50121.4140625
416,-48286.98828125
417,-50206.984375
418,-49467.84375
419,-49256.88671875
420,-48875.2734375
421,-50225.0390625
422,-49877.3046875
423,-47943.23046875
424,-49249.1953125
425,-49158.5234375
426,-47167.23046875
427,-50264.703125
428,-52140.73828125
429,-50084.2265625
430,-49711.48046875
431,-49002.23046875
432,-47866.76171875
433,-49180.0390625
434,-47409.0859375
435,-49634.1875
436,-49442.96875
437,-49326.796875
438,-50007.4609375
439,-51065.19921875
440,-47706.10546875
441,-47378.9609375
442,-49545.96484375
443,-49028.01171875
444,-49424.39453125
445,-50627.1796875
446,-48855.12109375
447,-50237.42578125
448,-47721.9140625
449,-48722.71875
450,-47722.6640625
451,-48207.4453125
452,-48329.6953125
453,-46230.296875
454,-49523.19921875
455,-51426.1796875
456,-48066.94140625
457,-50361.1640625
458,-48201.56640625
459,-47972.6171875
460,-49226.421875
461,-47097.4453125
462,-48984.15234375
463,-47938.01953125
464,-48890.8828125
465,-51656.3203125
466,-48286.0
467,-48761.52734375
468,-47507.890625
469,-50911.41796875
470,-49701.7734375
471,-48483.87109375
472,-47940.8203125
473,-48493.8046875
474,-48188.54296875
475,-47546.46875
476,-50152.9453125
477,-50645.1875
478,-49615.875
479,-48966.4375
480,-49124.5625
481,-47052.41796875
482,-47550.48046875
483,-47342.80078125
484,-50163.06640625
485,-49116.7421875
486,-45648.17578125
487,-49327.80078125
488,-48948.9296875
489,-49765.8203125
490,-51178.2109375
491,-47988.78515625
492,-48683.33203125
493,-50113.08203125
494,-48500.1015625
495,-46015.47265625
496,-50768.2265625
497,-50043.31640625
498,-49777.08984375
499,-47802.32421875
500,-48810.953125
501,-50657.0234375
502,-48965.2734375
503,-48737.6484375
504,-48152.16015625
505,-45714.68359375
506,-46513.23828125
507,-48143.609375
508,-42506.53515625
509,-46015.140625
510,-48571.58984375
511,-50252.23046875
512,-47255.8125
513,-50682.609375
514,-51071.36328125
515,-49050.33984375
516,-47709.21484375
517,-49765.71875
518,-49937.07421875
519,-52151.6328125
520,-50938.83984375
521,-52244.3125
522,-49902.6015625
523,-49064.69140625
524,-51365.3125
525,-50038.3125
526,-51644.375
527,-51686.49609375
528,-51239.015625
529,-50728.26953125
530,-49495.90625
531,-49693.3125
532,-48340.48046875
533,-50341.421875
534,-47605.43359375
535,-49410.23828125
536,-52484.79296875
537,-49169.515625
538,-48267.65625
539,-50083.61328125
540,-50363.8515625
541,-49551.24609375
542,-48637.7421875
543,-51688.375
544,-51482.33203125
545,-50442.80859375
546,-50778.53125
547,-51882.65625
548,-49531.8515625
549,-50771.91015625
550,-50325.36328125
551,-49976.48046875
552,-50535.7265625
553,-47948.2109375
554,-48901.94921875
555,-47817.6796875
556,-49716.9453125
557,-49208.15625
558,-47780.80078125
559,-46957.40234375
560,-49426.8125
561,-47960.53125
562,-49412.08203125
563,-48980.25390625
564,-48975.87109375
565,-50227.8671875
566,-50987.37109375
567,-46419.78515625
568,-48040.546875
569,-42746.33203125
570,-33565.01953125
571,-21989.3125
572,-16525.45703125
573,-12771.158203125
574,-13169.771484375
575,-9940.16015625
576,-9527.7197265625
577,-10757.197265625
578,-10402.162109375
579,-9155.6259765625
580,-10698.7578125
581,-11637.0927734375
582,-13199.623046875
583,-18268.26953125
584,-18949.046875
585,-24460.119140625
586,-27744.46484375
587,-33951.8203125
588,-36247.82421875
589,-44304.71484375
590,-45399.9296875
591,-41611.7734375
592,-43523.99609375
593,-48619.1796875
594,-46275.5703125
595,-42836.90625
596,-41561.8515625
597,-47803.796875
598,-47527.16796875
599,-43759.49609375
600,-45557.4921875
601,-39065.75390625
602,-48351.14453125
603,-45660.4921875
604,-45845.45703125
605,-47198.16015625
606,-38258.6484375
607,-40778.578125
608,-46676.30078125
609,-48426.921875
610,-47175.29296875
611,-50703.85546875
612,-47638.0859375
613,-46370.0234375
614,-42609.99609375
615,-39203.65625
616,-43411.98046875
617,-43916.46484375
618,-46914.5546875
619,-42890.3828125
620,-43913.76171875
621,-44714.1953125
622,-42076.0859375
623,-41378.90234375
624,-43521.2265625
625,-39649.93359375
626,-46518.5625
627,-34650.4140625
628,-34707.59765625
629,-45481.46875
630,-42189.546875
631,-43872.93359375
632,-43031.48046875
633,-41719.8046875
634,-45900.32421875
635,-44659.453125
636,-42563.54296875
637,-40109.16015625
638,-46079.3828125
639,-41916.2890625
640,-43663.91015625
641,-44612.171875
642,-47462.56640625
643,-48253.7109375
644,-49084.2734375
645,-43751.546875
646,-41909.9609375
647,-45224.90625
648,-45125.01953125
649,-47025.45703125
650,-44647.60546875
651,-48660.15234375
652,-50984.5703125
653,-46648.30078125
654,-40757.37890625
655,-39256.8203125
656,-47437.2265625
657,-45473.74609375
658,-44012.73828125
659,-40965.65234375
660,-47439.2265625
661,-40064.6484375
662,-45047.21484375
663,-41220.49609375
664,-46486.7265625
665,-42232.9609375
666,-42757.60546875
667,-42399.94921875
668,-37140.37890625
669,-43251.01171875
670,-40984.859375
671,-39319.6875
672,-42476.50390625
673,-48225.9609375
674,-46525.21875
675,-49318.21875
676,-42186.33984375
677,-44670.32421875
678,-44850.40234375
679,-41558.52734375
680,-39829.609375
681,-42087.26171875
682,-43526.546875
683,-46213.78515625
684,-47171.375
685,-39133.74609375
686,-44203.625
687,-45050.78125
688,-33151.29296875
689,-33784.14453125
690,-36186.45703125
691,-45081.18359375
692,-36489.85546875
693,-47326.7890625
694,-43912.71875
695,-41157.6875
696,-36985.53125
697,-36728.41015625
698,-36607.18359375
699,-47682.4609375
700,-45558.36328125
701,-47124.15234375
702,-47455.12890625
703,-38869.0859375
704,-25204.21484375
705,-42617.85546875
706,-29844.89453125
707,-49809.1171875
708,-38610.0546875
709,-14428.720703125
710,-4967.0654296875
711,-3615.95751953125
712,-44694.66015625
713,-43498.1796875
714,-44944.93359375
715,-44302.36328125
716,-43046.75
717,-3376.325439453125
718,-35087.9609375
719,-34562.73046875
720,-3947.836669921875
721,-2480.175537109375
722,-41592.5390625
723,-2168.447021484375
724,-46084.01171875
725,-2049.10107421875
726,-41912.88671875
727,-49644.6171875
728,-43357.8046875
729,-3188.44091796875
730,-3987.54736328125
731,-49116.6640625
732,-4761.35498046875
733,-4809.7841796875
734,-4061.835693359375
735,-2771.398193359375
736,-3410.53173828125
737,-3856.8388671875
738,-43353.515625
739,-3226.266845703125
740,-3321.535400390625
741,-3688.181884765625
742,-50072.2265625
743,-42677.8203125
744,-3790.17724609375
745,-3455.97998046875
746,-46047.265625
747,-47012.2890625
748,-2909.741455078125
749,-41138.84375
750,-3114.298828125
751,-43780.4609375
752,-2649.174560546875
753,-47229.328125
754,-47958.859375
755,-46097.78125
756,-2608.1533203125
757,-40210.7734375
758,-3830.265625
759,-3655.27001953125
760,-3731.3984375
761,-4643.2001953125
762,-4325.712890625
763,-4141.2177734375
764,-3544.66748046875
765,-5514.7705078125
766,-3431.26220703125
767,-44416.19921875
768,-37868.34375
769,-2973.704833984375
770,-4172.16259765625
771,-43119.125
772,-3485.9443359375
773,-3231.890625
774,-3623.59423828125
775,-3890.205078125
776,-42601.5078125
777,-3895.118408203125
778,-1947.0968017578125
779,-2821.782470703125
780,-3856.035400390625
781,-4830.9775390625
782,-4017.458984375
783,-4727.58154296875
784,-10063.1083984375
785,-6270.50537109375
786,-2774.02978515625
787,-4078.30712890625
788,-4090.67724609375
789,-4026.459228515625
790,-7008.60205078125
791,-6344.11279296875
792,-2960.68359375
793,-3430.252197265625
794,-2288.71728515625
795,-4328.7373046875
796,-6223.6201171875
797,-3256.83837890625
798,-4222.43212890625
799,-3913.643798828125
800,-3875.536865234375
801,-5010.9990234375
802,-3531.653076171875
803,-4112.796875
804,-19196.3203125
805,-3836.923095703125
806,-3687.194580078125
807,-5470.763671875
808,-3662.650634765625
809,-2873.08447265625
810,-3483.192626953125
811,-4635.62109375
812,-4613.77880859375
813,-3408.123779296875
814,-5820.39892578125
815,-2501.66015625
816,-3676.119140625
817,-5871.533203125
818,-2116.4951171875
819,-45902.3671875
820,-3645.851806640625
821,-2014.622802734375
822,-2442.149169921875
823,-4034.093505859375
824,-3616.446533203125
825,-7819.01806640625
826,-6864.57666015625
827,-15584.994140625
828,-3224.712890625
829,-3958.13916015625
830,-16734.033203125
831,-3537.86083984375
832,-7376.6083984375
833,-5279.27880859375
834,-3946.951171875
835,-4479.2724609375
836,-2821.256591796875
837,-4201.83837890625
838,-4773.89013671875
839,-4295.4599609375
840,-3637.210205078125
841,-4002.7578125
842,-3360.771484375
843,-6960.98193359375
844,-4260.7353515625
845,-4990.6103515625
846,-2782.128662109375
847,-2781.499267578125
848,-5273.78466796875
849,-3113.90771484375
850,-4553.5458984375
851,-3312.953369140625
852,-4754.1796875
853,-4253.87255859375
854,-7110.09814453125
855,-5464.8203125
856,-3433.974365234375
857,-4956.04541015625
858,-3811.23876953125
859,-4152.595703125
860,-3160.906005859375
861,-4180.8662109375
862,-3358.222412109375
863,-3408.703369140625
864,-3361.67724609375
865,-4190.96875
866,-5217.7255859375
867,-5319.029296875
868,-5207.8818359375
869,-5781.96533203125
870,-2595.39111328125
871,-3019.985595703125
872,-3688.823974609375
873,-3935.5791015625
874,-4066.60693359375
875,-4375.123046875
876,-3825.8662109375
877,-3779.1923828125
878,-4935.42724609375
879,-4148.76953125
880,-3186.359130859375
881,-2546.508056640625
882,-3926.716064453125
883,-2622.230712890625
884,-4911.73193359375
885,-4950.4345703125
886,-6009.80322265625
887,-4083.74072265625
888,-4056.61376953125
889,-4064.828857421875
890,-3544.002197265625
891,-4253.4228515625
892,-3363.42333984375
893,-4776.2080078125
894,-3396.75537109375
895,-3127.72509765625
896,-9362.8017578125
897,-2344.5498046875
898,-4371.92724609375
899,-3256.05029296875
900,-5034.8505859375
901,-4896.2109375
902,-3815.103515625
903,-3641.954345703125
904,-5206.5595703125
905,-6186.52783203125
906,-3111.933349609375
907,-3683.48681640625
908,-4659.919921875
909,-4930.20751953125
910,-4296.31494140625
911,-3733.105224609375
912,-4437.50146484375
913,-4422.58447265625
914,-3490.76025390625
915,-4056.628173828125
916,-6854.80029296875
917,-3496.325927734375
918,-3715.359375
919,-4479.4423828125
920,-5003.560546875
921,-2812.09326171875
922,-3472.41748046875
923,-3506.030517578125
924,-3408.0087890625
925,-3539.64404296875
926,-4116.33251953125
927,-5277.9736328125
928,-2982.230712890625
929,-5782.37646484375
930,-4775.71142578125
931,-3500.045166015625
932,-4629.734375
933,-4634.29638671875
934,-6108.19189453125
935,-4955.01318359375
936,-8568.421875
937,-4562.9453125
938,-3876.780517578125
939,-3434.919189453125
940,-3539.795654296875
941,-2011.4969482421875
942,-4068.14013671875
943,-4343.83984375
944,-3665.586181640625
945,-5208.1650390625
946,-8583.6796875
947,-6516.5625
948,-4614.4404296875
949,-5345.20263671875
950,-3817.52587890625
951,-4987.67138671875
952,-4374.6904296875
953,-3052.536865234375
954,-2399.63427734375
955,-5107.64453125
956,-4926.0576171875
957,-5310.03857421875
958,-4504.35107421875
959,-3647.513671875
960,-5184.1552734375
961,-2262.865234375
962,-6059.677734375
963,-7136.45263671875
964,-3624.642333984375
965,-4712.38720703125
966,-3108.064697265625
967,-3080.56787109375
968,-6154.12451171875
969,-3894.552978515625
970,-4977.798828125
971,-4792.9111328125
972,-3250.95361328125
973,-4684.111328125
974,-3697.92724609375
975,-4102.44384765625
976,-2135.940185546875
977,-3370.535888671875
978,-2208.249267578125
979,-6620.6455078125
980,-7183.65966796875
981,-3412.207275390625
982,-4650.47509765625
983,-8117.615234375
984,-7882.919921875
985,-4890.9248046875
986,-3960.803955078125
987,-3695.5986328125
988,-3901.369140625
989,-3862.968017578125
990,-8804.4326171875
991,-2521.02587890625
992,-5404.5224609375
993,-4689.24267578125
994,-2968.34912109375
995,-3519.036865234375
996,-4845.26953125
997,-4503.4384765625
998,-5327.84423828125
999,-3744.632080078125
1000,-6104.912109375
1001,-4313.54931640625
1002,-5260.7939453125
1003,-4943.021484375
1004,-3385.1708984375
1005,-3493.7490234375
1006,-3444.946533203125
1007,-4433.23583984375
1008,-3705.352294921875
1009,-3340.697509765625
1010,-2192.13427734375
1011,-4814.22412109375
1012,-2698.77392578125
1013,-4313.421875
1014,-3277.54248046875
1015,-3084.5244140625
1016,-4932.9443359375
1017,-4136.6240234375
1018,-4122.62158203125
1019,-6071.57861328125
1020,-4357.8740234375
1021,-5617.05224609375
1022,-2939.547119140625
1023,-5373.5927734375
1024,-5133.4755859375
1025,-5111.4228515625
1026,-6098.37109375
1027,-3456.160400390625
1028,-5097.4345703125
1029,-5462.30859375
1030,-3870.3134765625
1031,-3734.319091796875
1032,-3054.81689453125
1033,-4270.576171875
1034,-4107.5517578125
1035,-4514.8681640625
1036,-6381.03955078125
1037,-3763.450927734375
1038,-5259.48583984375
1039,-4222.2431640625
1040,-3343.979736328125
1041,-2700.66552734375
1042,-4046.643798828125
1043,-2578.703125
1044,-3130.792724609375
1045,-5490.93408203125
1046,-4558.86376953125
1047,-3015.10400390625
1048,-5256.01025390625
1049,-4555.9306640625
1050,-6960.66748046875
1051,-6188.892578125
1052,-4905.56201171875
1053,-5996.39404296875
1054,-3442.843505859375
1055,-4993.759765625
1056,-7123.0859375
1057,-6879.2314453125
1058,-4108.11767578125
1059,-3578.822021484375
1060,-3082.064697265625
1061,-3285.319091796875
1062,-2219.58837890625
1063,-5467.89599609375
1064,-4624.56982421875
1065,-8375.5654296875
1066,-5730.59228515625
1067,-6479.71728515625
1068,-2321.011474609375
1069,-2392.564453125
1070,-5053.59423828125
1071,-4232.2958984375
1072,-3450.52294921875
1073,-3737.82421875
1074,-3550.95556640625
1075,-6913.490234375
1076,-3896.100341796875
1077,-4895.15185546875
1078,-4159.39892578125
1079,-5506.673828125
1080,-4297.72412109375
1081,-2632.887451171875
1082,-3891.193359375
1083,-4316.84765625
1084,-6424.50390625
1085,-4422.09814453125
1086,-3448.668701171875
1087,-3245.390625
1088,-7866.841796875
1089,-3835.47998046875
1090,-5395.12353515625
1091,-7042.82958984375
1092,-3997.928466796875
1093,-5869.3740234375
1094,-3751.444091796875
1095,-6282.46240234375
1096,-5747.6376953125
1097,-5087.40966796875
1098,-2767.078369140625
1099,-5864.5224609375
1100,-5559.447265625
1101,-4483.56787109375
1102,-3485.901611328125
1103,-5932.900390625
1104,-5011.876953125
1105,-4648.78076171875
1106,-2560.547119140625
1107,-5717.46044921875
1108,-3225.432861328125
1109,-4293.6943359375
1110,-5799.31787109375
1111,-4295.80908203125
1112,-4212.06787109375
1113,-3568.23095703125
1114,-5232.57470703125
1115,-3956.64208984375
1116,-6269.791015625
1117,-5503.40478515625
1118,-5055.79296875
1119,-4497.61962890625
1120,-4491.29638671875
1121,-4921.0869140625
1122,-4852.84619140625
1123,-3248.4375
1124,-3216.098388671875
1125,-8001.31005859375
1126,-7548.75537109375
1127,-5400.10791015625
1128,-2124.840576171875
1129,-5273.267578125
1130,-7020.44287109375
1131,-15927.015625
1132,-9272.31640625
1133,-26000.9765625
1134,-3234.081787109375
1135,-35864.49609375
1136,-42495.359375
1137,-31892.896484375
1138,-37532.62109375
1139,-15078.0390625
1140,-27858.83984375
1141,-40840.546875
1142,-30551.75
1143,-46263.41796875
1144,-28320.62890625
1145,-44228.67578125
1146,-39784.09765625
1147,-33966.66015625
1148,-40868.78515625
1149,-48470.109375
1150,-44274.890625
1151,-43404.2421875
1152,-51381.42578125
1153,-44374.296875
1154,-46085.8359375
1155,-43497.03125
1156,-47864.29296875
1157,-34637.3359375
1158,-49039.140625
1159,-40413.609375
1160,-25613.658203125
1161,-18399.22265625
1162,-46656.921875
1163,-50646.51171875
1164,-12154.791015625
1165,-47391.3359375
1166,-3009.7158203125
1167,-4808.28466796875
1168,-3882.1865234375
1169,-3021.857666015625
1170,-3343.906494140625
1171,-4935.74072265625
1172,-12637.5244140625
1173,-3341.674560546875
1174,-1964.5078125
1175,-4096.40087890625
1176,-2986.618408203125
1177,-3004.4296875
1178,-4680.728515625
1179,-4144.224609375
1180,-4046.7470703125
1181,-4253.6123046875
1182,-12114.0498046875
1183,-3375.9013671875
1184,-46021.26171875
1185,-3189.858642578125
1186,-3721.895263671875
1187,-4615.72607421875
1188,-44833.99609375
1189,-26709.595703125
1190,-23760.599609375
1191,-8639.3681640625
1192,-15579.2021484375
1193,-7523.67822265625
1194,-7290.46533203125
1195,-11356.4384765625
1196,-15030.4970703125
1197,-18094.662109375
1198,-20771.26171875
1199,-18894.279296875
1200,-25145.73046875
1201,-22235.90234375
1202,-27484.19140625
1203,-23707.146484375
1204,-22978.6796875
1205,-24925.5703125
1206,-20631.64453125
1207,-14418.7197265625
1208,-14351.5625
1209,-5722.68115234375
1210,-16286.404296875
1211,-11143.1796875
1212,-6424.50146484375
1213,-3500.157958984375
1214,-3852.49951171875
1215,-5988.73291015625
1216,-5565.8408203125
1217,-9770.8984375
1218,-4867.423828125
1219,-14071.1171875
1220,-3363.259521484375
1221,-5332.265625
1222,-2305.007080078125
1223,-2902.123779296875
1224,-3095.714111328125
1225,-4887.26220703125
1226,-3347.0830078125
1227,-3401.284423828125
1228,-3777.464599609375
1229,-3312.107666015625
1230,-2728.971435546875
1231,-2564.535888671875
1232,-5666.130859375
1233,-3576.103515625
1234,-18295.29296875
1235,-23246.353515625
1236,-19964.91015625
1237,-17593.765625
1238,-10202.4638671875
1239,-8063.1494140625
1240,-6285.11865234375
1241,-3204.533447265625
1242,-5595.552734375
1243,-3803.02490234375
1244,-6487.064453125
1245,-3654.906494140625
1246,-2894.312744140625
1247,-3541.708740234375
1248,-3805.64013671875
1249,-7064.86083984375
1250,-5047.9501953125
1251,-3589.350341796875
1252,-5158.77783203125
1253,-4524.76611328125
1254,-2912.309814453125
1255,-3399.919189453125
1256,-5254.552734375
1257,-2179.534912109375
1258,-3548.072265625
1259,-3830.69287109375
1260,-4585.33935546875
1261,-3114.621337890625
1262,-2300.1806640625
1263,-3388.67431640625
1264,-5112.666015625
1265,-6062.3857421875
1266,-4637.0703125
1267,-9546.5849609375
1268,-9153.9208984375
1269,-12245.0390625
1270,-7166.068359375
1271,-12112.3330078125
1272,-10859.873046875
1273,-12759.21875
1274,-6903.986328125
1275,-8867.9697265625
1276,-5419.26171875
1277,-7066.9208984375
1278,-4763.29736328125
1279,-6716.68505859375
1280,-7225.912109375
1281,-6903.75927734375
1282,-4865.45556640625
1283,-4757.60546875
1284,-4153.11279296875
1285,-5486.18212890625
1286,-2721.414794921875
1287,-3402.47802734375
1288,-2109.579345703125
1289,-3040.1240234375
1290,-2647.56396484375
1291,-3202.299560546875
1292,-2438.72314453125
1293,-4051.22314453125
1294,-3354.24462890625
1295,-2943.285888671875
1296,-3385.336669921875
1297,-3319.71484375
1298,-4063.4775390625
1299,-3209.35546875
1300,-3106.34326171875
1301,-3520.670654296875
1302,-3600.944580078125
1303,-2564.820068359375
1304,-3417.38232421875
1305,-3385.654541015625
1306,-3463.620361328125
1307,-4487.93701171875
1308,-4503.7734375
1309,-3118.470458984375
1310,-2208.68994140625
1311,-3161.468017578125
